上线机场,下线机场,出发日期,出发时刻,出发类型,出发航班,到达日期,到达时刻,到达类型,到达航班,区域,机体类别,登机口,终端厅,飞机型号,飞机转场记录号,精确到达时间,精确出发时间
LXM,***,2018/1/21,23:35:00,D,*****,2018/1/21,22:45:00,D,NV0747,South,W,S30,S,323,PK684,2018/1/21 22:45,2018/1/21 23:35
DBO,***,2018/1/21,23:20:00,D,*****,2018/1/21,22:30:00,D,GN0639,South,W,S30,S,73H,PK683,2018/1/21 22:30,2018/1/21 23:20
DHR,***,2018/1/21,23:20:00,D,*****,2018/1/21,22:30:00,D,GN0291,South,W,S30,S,73E,PK682,2018/1/21 22:30,2018/1/21 23:20
YNO,***,2018/1/21,23:15:00,D,*****,2018/1/21,22:25:00,D,GN0645,South,W,S30,S,325,PK681,2018/1/21 22:25,2018/1/21 23:15
CBW,***,2018/1/21,23:15:00,D,*****,2018/1/21,22:25:00,D,GN0247,South,W,S30,S,73A,PK680,2018/1/21 22:25,2018/1/21 23:15
ZOK,***,2018/1/21,23:05:00,D,*****,2018/1/21,22:15:00,D,NV6763,South,W,S30,S,320,PK679,2018/1/21 22:15,2018/1/21 23:05
IEH,***,2018/1/21,22:55:00,D,*****,2018/1/21,22:05:00,D,NV6769,South,W,S30,S,320,PK677,2018/1/21 22:05,2018/1/21 22:55
LXM,***,2018/1/21,22:55:00,D,*****,2018/1/21,22:05:00,D,GN0489,South,W,S30,S,73E,PK676,2018/1/21 22:05,2018/1/21 22:55
DHP,***,2018/1/21,22:50:00,D,*****,2018/1/21,22:00:00,D,NV6405,South,W,S30,S,320,PK675,2018/1/21 22:00,2018/1/21 22:50
IOZ,***,2018/1/21,22:50:00,D,*****,2018/1/21,22:00:00,D,GN0541,South,W,S30,S,738,PK674,2018/1/21 22:00,2018/1/21 22:50
ZDV,***,2018/1/21,22:50:00,D,*****,2018/1/21,22:00:00,D,GN0257,South,W,S30,S,73H,PK673,2018/1/21 22:00,2018/1/21 22:50
MAI,***,2018/1/21,22:40:00,D,*****,2018/1/21,21:50:00,D,NV6319,South,W,S30,S,73E,PK672,2018/1/21 21:50,2018/1/21 22:40
YJZ,***,2018/1/21,22:40:00,D,*****,2018/1/21,21:50:00,D,NV3270,South,W,S30,S,325,PK671,2018/1/21 21:50,2018/1/21 22:40
EMD,OLH,2018/1/21,22:50:00,D,NV3993,2018/1/21,21:45:00,D,NV6737,South,W,S30,S,320,PK670,2018/1/21 21:45,2018/1/21 22:50
QFL,***,2018/1/21,22:30:00,D,*****,2018/1/21,21:40:00,D,NV6241,South,W,S30,S,325,PK669,2018/1/21 21:40,2018/1/21 22:30
GPD,***,2018/1/21,22:10:00,D,*****,2018/1/21,21:20:00,D,NV6699,South,W,S30,S,321,PK666,2018/1/21 21:20,2018/1/21 22:10
UOB,UOB,2018/1/21,22:30:00,D,NV6652,2018/1/21,21:20:00,D,NV6653,South,W,S30,S,320,PK665,2018/1/21 21:20,2018/1/21 22:30
XOA,XOA,2018/1/21,22:20:00,D,GN0620,2018/1/21,21:20:00,D,GN0629,South,W,S30,S,738,PK664,2018/1/21 21:20,2018/1/21 22:20
DTY,YNO,2018/1/21,22:40:00,D,GN0368,2018/1/21,21:15:00,D,GN0409,South,W,S30,S,738,PK662,2018/1/21 21:15,2018/1/21 22:40
TIF,LIO,2018/1/21,22:20:00,D,NV6642,2018/1/21,21:05:00,D,NV6642,South,W,S30,S,320,PK660,2018/1/21 21:05,2018/1/21 22:20
VSD,OHC,2018/1/21,22:20:00,D,NV6811,2018/1/21,21:00:00,D,NV6811,South,W,S30,S,320,PK658,2018/1/21 21:00,2018/1/21 22:20
UBP,UBP,2018/1/21,22:10:00,D,NV6632,2018/1/21,21:00:00,D,NV6633,South,W,S30,S,320,PK657,2018/1/21 21:00,2018/1/21 22:10
AZJ,***,2018/1/21,21:50:00,D,*****,2018/1/21,21:00:00,D,NV6495,South,W,S30,S,320,PK656,2018/1/21 21:00,2018/1/21 21:50
ZOU,***,2018/1/21,21:35:00,D,*****,2018/1/21,20:45:00,D,NV6375,South,W,S30,S,323,PK655,2018/1/21 20:45,2018/1/21 21:35
***,DTY,2018/1/21,21:30:00,D,NV6478,2018/1/21,20:40:00,D,*****,South,W,S30,S,319,PK654,2018/1/21 20:40,2018/1/21 21:30
GPD,EMD,2018/1/21,22:05:00,D,NV6772,2018/1/21,20:30:00,D,NV6772,South,W,S30,S,325,PK653,2018/1/21 20:30,2018/1/21 22:05
TZY,***,2018/1/21,21:20:00,D,*****,2018/1/21,20:30:00,D,NV6578,South,W,S30,S,325,PK652,2018/1/21 20:30,2018/1/21 21:20
YJZ,***,2018/1/21,21:15:00,D,*****,2018/1/21,20:25:00,D,NV3278,South,W,S30,S,325,PK650,2018/1/21 20:25,2018/1/21 21:15
OBP,***,2018/1/21,21:10:00,D,*****,2018/1/21,20:20:00,D,NV6549,South,W,S30,S,319,PK648,2018/1/21 20:20,2018/1/21 21:10
ISC,***,2018/1/21,21:05:00,D,*****,2018/1/21,20:15:00,D,NV6725,South,W,S30,S,320,PK647,2018/1/21 20:15,2018/1/21 21:05
UTO,DUV,2018/1/21,21:30:00,D,NV6528,2018/1/21,20:15:00,D,NV6551,South,W,S30,S,320,PK646,2018/1/21 20:15,2018/1/21 21:30
ITO,***,2018/1/21,21:00:00,D,*****,2018/1/21,20:10:00,D,NV6317,South,W,S30,S,319,PK645,2018/1/21 20:10,2018/1/21 21:00
YNO,DHR,2018/1/21,21:05:00,D,GN0260,2018/1/21,20:10:00,D,GN0261,South,W,S30,S,73H,PK643,2018/1/21 20:10,2018/1/21 21:05
TIF,LXF,2018/1/21,21:35:00,D,GN0560,2018/1/21,20:05:00,D,GN0205,South,W,S30,S,73A,PK641,2018/1/21 20:05,2018/1/21 21:35
DUV,***,2018/1/21,20:50:00,D,*****,2018/1/21,20:00:00,D,NV6527,South,W,S30,S,320,PK639,2018/1/21 20:00,2018/1/21 20:50
UZO,UZO,2018/1/21,21:00:00,D,NV6325,2018/1/21,20:00:00,D,NV6324,South,W,S30,S,73H,PK638,2018/1/21 20:00,2018/1/21 21:00
XVI,***,2018/1/21,20:35:00,D,*****,2018/1/21,19:45:00,D,NV3622,South,W,S30,S,319,PK635,2018/1/21 19:45,2018/1/21 20:35
AIB,TIF,2018/1/21,21:25:00,D,NV6714,2018/1/21,19:15:00,D,NV6714,South,W,S30,S,320,PK628,2018/1/21 19:15,2018/1/21 21:25
XOA,DBO,2018/1/21,21:20:00,D,GN0428,2018/1/21,19:10:00,D,GN0641,South,W,S30,S,738,PK626,2018/1/21 19:10,2018/1/21 21:20
DHR,LXM,2018/1/21,21:10:00,D,GN0287,2018/1/21,18:55:00,D,GN0287,South,W,S30,S,738,PK623,2018/1/21 18:55,2018/1/21 21:10
XFI,UTO,2018/1/21,21:45:00,D,GN0170,2018/1/21,18:50:00,D,GN0465,South,W,S30,S,738,PK620,2018/1/21 18:50,2018/1/21 21:45
IAI,EZH,2018/1/21,20:00:00,D,NV6486,2018/1/21,18:40:00,D,NV6703,South,W,S30,S,319,PK618,2018/1/21 18:40,2018/1/21 20:00
DUV,IBL,2018/1/21,21:00:00,D,NV6312,2018/1/21,18:30:00,D,NV6525,South,W,S30,S,325,PK615,2018/1/21 18:30,2018/1/21 21:00
YOO,YOO,2018/1/21,19:35:00,D,NV3410,2018/1/21,18:30:00,D,NV3421,South,W,S30,S,319,PK614,2018/1/21 18:30,2018/1/21 19:35
MMW,IGF,2018/1/21,21:35:00,D,NV6578,2018/1/21,18:20:00,D,NV6253,South,W,S30,S,320,PK611,2018/1/21 18:20,2018/1/21 21:35
TZY,DLH,2018/1/21,21:05:00,D,NV6544,2018/1/21,18:00:00,D,NV6489,South,W,S30,S,320,PK607,2018/1/21 18:00,2018/1/21 21:05
ZJI,XVI,2018/1/21,19:30:00,D,NV3631,2018/1/21,18:00:00,D,NV3786,South,W,S30,S,73E,PK605,2018/1/21 18:00,2018/1/21 19:30
AVI,***,2018/1/21,18:30:00,D,*****,2018/1/21,17:40:00,D,NV6301,South,W,S30,S,325,PK603,2018/1/21 17:40,2018/1/21 18:30
BPH,OOH,2018/1/21,21:00:00,D,GN0494,2018/1/21,17:35:00,D,GN0209,South,W,S30,S,73A,PK602,2018/1/21 17:35,2018/1/21 21:00
TIF,EZH,2018/1/21,20:05:00,D,GN0452,2018/1/21,17:20:00,D,GN0299,South,W,S30,S,738,PK598,2018/1/21 17:20,2018/1/21 20:05
***,MIX,2018/1/21,17:50:00,D,GN0332,2018/1/21,17:00:00,D,*****,South,W,S30,S,738,PK595,2018/1/21 17:00,2018/1/21 17:50
XOA,XOA,2018/1/21,17:55:00,D,GN0636,2018/1/21,16:50:00,D,GN0637,South,W,S30,S,738,PK592,2018/1/21 16:50,2018/1/21 17:55
YJZ,YJZ,2018/1/21,18:05:00,D,NV3277,2018/1/21,16:15:00,D,NV3260,South,W,S30,S,320,PK583,2018/1/21 16:15,2018/1/21 18:05
TIF,IJB,2018/1/21,17:40:00,D,NV6710,2018/1/21,16:05:00,D,NV6715,South,W,S30,S,320,PK582,2018/1/21 16:05,2018/1/21 17:40
CBW,ETO,2018/1/21,17:30:00,D,GN0404,2018/1/21,15:55:00,D,GN0549,South,W,S30,S,73E,PK578,2018/1/21 15:55,2018/1/21 17:30
OOH,YNO,2018/1/21,17:05:00,D,GN0644,2018/1/21,15:35:00,D,GN0497,South,W,S30,S,325,PK571,2018/1/21 15:35,2018/1/21 17:05
TAY,LXM,2018/1/21,16:45:00,D,NV0746,2018/1/21,15:25:00,D,NV6453,South,W,S30,S,323,PK569,2018/1/21 15:25,2018/1/21 16:45
ZDV,HZT,2018/1/21,16:30:00,D,NV6614,2018/1/21,15:20:00,D,NV6203,South,W,S30,S,319,PK568,2018/1/21 15:20,2018/1/21 16:30
EMD,***,2018/1/21,16:10:00,D,*****,2018/1/21,15:20:00,D,GN0203,South,W,S30,S,738,PK566,2018/1/21 15:20,2018/1/21 16:10
DBO,IBL,2018/1/21,16:20:00,D,GN0642,2018/1/21,15:10:00,D,GN0423,South,W,S30,S,73E,PK564,2018/1/21 15:10,2018/1/21 16:20
***,MIX,2018/1/21,15:50:00,D,NV3465,2018/1/21,15:00:00,D,*****,South,W,S30,S,325,PK563,2018/1/21 15:00,2018/1/21 15:50
GPD,GPD,2018/1/21,16:15:00,D,NV6742,2018/1/21,14:55:00,D,NV6711,South,W,S30,S,325,PK562,2018/1/21 14:55,2018/1/21 16:15
NJH,TZY,2018/1/21,16:35:00,D,GN0348,2018/1/21,14:55:00,D,GN0523,South,W,S30,S,73E,PK560,2018/1/21 14:55,2018/1/21 16:35
TIF,DHR,2018/1/21,16:05:00,D,GN0280,2018/1/21,14:55:00,D,GN0479,South,W,S30,S,73E,PK559,2018/1/21 14:55,2018/1/21 16:05
ISC,IBL,2018/1/21,15:55:00,D,GN0362,2018/1/21,14:55:00,D,GN0283,South,W,S30,S,73E,PK558,2018/1/21 14:55,2018/1/21 15:55
XYO,CBW,2018/1/21,15:45:00,D,GN0246,2018/1/21,14:40:00,D,GN0573,South,W,S30,S,73A,PK553,2018/1/21 14:40,2018/1/21 15:45
ZJI,ZDV,2018/1/21,16:20:00,D,GN0256,2018/1/21,14:40:00,D,GN0477,South,W,S30,S,73H,PK552,2018/1/21 14:40,2018/1/21 16:20
EBU,ZCQ,2018/1/21,15:40:00,D,NV6378,2018/1/21,14:35:00,D,NV6359,South,W,S30,S,319,PK550,2018/1/21 14:35,2018/1/21 15:40
XVI,MAI,2018/1/21,15:25:00,D,NV6318,2018/1/21,14:20:00,D,NV3654,South,W,S30,S,73E,PK548,2018/1/21 14:20,2018/1/21 15:25
IGF,IGF,2018/1/21,15:20:00,D,NV6574,2018/1/21,14:10:00,D,NV6575,South,W,S30,S,320,PK547,2018/1/21 14:10,2018/1/21 15:20
ZLI,ZOK,2018/1/21,14:55:00,D,NV6762,2018/1/21,13:55:00,D,NV6727,South,W,S30,S,320,PK545,2018/1/21 13:55,2018/1/21 14:55
IJB,TIF,2018/1/21,14:50:00,D,NV6718,2018/1/21,13:40:00,D,NV6719,South,W,S30,S,320,PK542,2018/1/21 13:40,2018/1/21 14:50
YJZ,YJZ,2018/1/21,14:15:00,D,NV3269,2018/1/21,13:15:00,D,NV3266,South,W,S30,S,325,PK538,2018/1/21 13:15,2018/1/21 14:15
UWT,YNO,2018/1/21,14:20:00,D,GN0250,2018/1/21,13:10:00,D,GN0235,South,W,S30,S,73H,PK537,2018/1/21 13:10,2018/1/21 14:20
ARA,LXF,2018/1/21,16:30:00,D,NV6556,2018/1/21,13:05:00,D,NV3287,South,W,S30,S,73E,PK535,2018/1/21 13:05,2018/1/21 16:30
CQF,TIF,2018/1/21,13:35:00,D,GN0204,2018/1/21,12:25:00,D,GN0253,South,W,S30,S,73A,PK530,2018/1/21 12:25,2018/1/21 13:35
IEH,UTO,2018/1/21,13:55:00,D,NV6540,2018/1/21,12:20:00,D,NV6749,South,W,S30,S,320,PK528,2018/1/21 12:20,2018/1/21 13:55
DHR,LXM,2018/1/21,12:15:00,D,GN0492,2018/1/21,11:00:00,D,GN0271,South,W,S30,S,73H,PK520,2018/1/21 11:00,2018/1/21 12:15
TIF,AIB,2018/1/21,12:25:00,D,NV6713,2018/1/21,10:35:00,D,NV6713,South,W,S30,S,320,PK517,2018/1/21 10:35,2018/1/21 12:25
DHP,XVU,2018/1/21,13:05:00,D,GN0656,2018/1/21,10:30:00,D,GN0457,South,W,S30,S,738,PK515,2018/1/21 10:30,2018/1/21 13:05
OOH,BPH,2018/1/21,11:30:00,D,GN0208,2018/1/21,10:20:00,D,GN0495,South,W,S30,S,73A,PK510,2018/1/21 10:20,2018/1/21 11:30
TAY,ZOU,2018/1/21,11:10:00,D,NV6656,2018/1/21,10:10:00,D,NV6443,South,W,S30,S,325,PK507,2018/1/21 10:10,2018/1/21 11:10
DUV,DUV,2018/1/21,12:30:00,D,NV305,2018/1/21,10:05:00,D,NV6513,South,W,S30,S,320,PK505,2018/1/21 10:05,2018/1/21 12:30
AIB,AIB,2018/1/21,11:20:00,D,GN0460,2018/1/21,10:05:00,D,GN0471,South,W,S30,S,73A,PK504,2018/1/21 10:05,2018/1/21 11:20
LXM,DHR,2018/1/21,11:00:00,D,GN0493,2018/1/21,10:00:00,D,GN0493,South,W,S30,S,738,PK502,2018/1/21 10:00,2018/1/21 11:00
IBL,DUV,2018/1/20,11:00:00,D,NV6518,2018/1/20,9:55:00,D,NV6313,South,W,S30,S,325,PK501,2018/1/20 9:55,2018/1/20 11:00
AIB,BPH,2018/1/20,11:30:00,D,GN0208,2018/1/20,9:55:00,D,GN0471,South,W,S30,S,73A,PK500,2018/1/20 9:55,2018/1/20 11:30
DTY,EMD,2018/1/20,11:05:00,D,NV6752,2018/1/20,9:50:00,D,NV6479,South,W,S30,S,319,PK498,2018/1/20 9:50,2018/1/20 11:05
DBO,IOZ,2018/1/20,11:10:00,D,GN0530,2018/1/20,9:50:00,D,GN0413,South,W,S30,S,738,PK497,2018/1/20 9:50,2018/1/20 11:10
UTO,TIF,2018/1/20,11:05:00,D,GN0298,2018/1/20,9:50:00,D,GN0181,South,W,S30,S,738,PK496,2018/1/20 9:50,2018/1/20 11:05
LXM,DHR,2018/1/20,10:50:00,D,GN0493,2018/1/20,9:45:00,D,GN0493,South,W,S30,S,738,PK494,2018/1/20 9:45,2018/1/20 10:50
DLH,DLH,2018/1/20,11:05:00,D,NV6536,2018/1/20,9:40:00,D,NV6533,South,W,S30,S,320,PK493,2018/1/20 9:40,2018/1/20 11:05
ZOU,UBP,2018/1/20,11:15:00,D,NV6622,2018/1/20,9:35:00,D,NV6655,South,W,S30,S,320,PK491,2018/1/20 9:35,2018/1/20 11:15
UZO,UZO,2018/1/20,10:45:00,D,NV3512,2018/1/20,9:35:00,D,NV3513,South,W,S30,S,73H,PK490,2018/1/20 9:35,2018/1/20 10:45
DHP,KOH,2018/1/20,11:00:00,D,GN0284,2018/1/20,9:30:00,D,GN0439,South,W,S30,S,738,PK489,2018/1/20 9:30,2018/1/20 11:00
EMD,GPD,2018/1/20,10:40:00,D,NV6773,2018/1/20,9:25:00,D,NV6773,South,W,S30,S,325,PK488,2018/1/20 9:25,2018/1/20 10:40
YNO,EMD,2018/1/20,10:35:00,D,GN0202,2018/1/20,9:20:00,D,GN0369,South,W,S30,S,738,PK486,2018/1/20 9:20,2018/1/20 10:35
XOA,***,2018/1/20,10:00:00,D,*****,2018/1/20,9:10:00,D,GN0631,South,W,S30,S,738,PK484,2018/1/20 9:10,2018/1/20 10:00
UBP,LPX,2018/1/20,10:05:00,D,NV6684,2018/1/20,8:55:00,D,NV6684,South,W,S30,S,320,PK482,2018/1/20 8:55,2018/1/20 10:05
IGF,IGF,2018/1/20,21:35:00,D,NV6578,2018/1/20,8:45:00,D,NV6698,South,W,S30,S,320,PK480,2018/1/20 8:45,2018/1/20 21:35
UOB,UOB,2018/1/20,10:20:00,D,NV6644,2018/1/20,8:45:00,D,NV6645,South,W,S30,S,320,PK479,2018/1/20 8:45,2018/1/20 10:20
XOA,XOA,2018/1/20,9:45:00,D,NV6612,2018/1/20,8:40:00,D,NV6697,South,W,S30,S,73H,PK478,2018/1/20 8:40,2018/1/20 9:45
LIO,TIF,2018/1/20,9:50:00,D,NV6577,2018/1/20,8:40:00,D,NV6577,South,W,S30,S,320,PK477,2018/1/20 8:40,2018/1/20 9:50
***,DTY,2018/1/20,9:25:00,D,GN0408,2018/1/20,8:35:00,D,*****,South,W,S30,S,738,PK476,2018/1/20 8:35,2018/1/20 9:25
OHC,VSD,2018/1/20,9:30:00,D,NV6700,2018/1/20,7:55:00,D,NV6700,South,W,S30,S,320,PK473,2018/1/20 7:55,2018/1/20 9:30
EZH,XOA,2018/1/20,9:15:00,D,GN0630,2018/1/20,1:35:00,D,GN0453,South,W,S30,S,738,PK448,2018/1/20 1:35,2018/1/20 9:15
EZH,XVI,2018/1/20,6:55:00,D,NV3615,2018/1/20,1:30:00,D,NV6487,South,W,S30,S,319,PK447,2018/1/20 1:30,2018/1/20 6:55
XVU,EZH,2018/1/20,8:10:00,D,GN0454,2018/1/20,0:05:00,D,GN0657,South,W,S30,S,738,PK446,2018/1/20 0:05,2018/1/20 8:10
EMD,DHR,2018/1/20,7:50:00,D,NV6708,2018/1/20,0:15:00,D,NV6723,South,W,S30,S,323,PK443,2018/1/20 0:15,2018/1/20 7:50
DHP,DHP,2018/1/20,8:30:00,D,GN0678,2018/1/20,0:15:00,D,GN0401,South,W,S30,S,738,PK442,2018/1/20 0:15,2018/1/20 8:30
TZY,LXM,2018/1/20,15:50:00,D,GN0488,2018/1/20,0:10:00,D,GN0349,South,W,S30,S,73E,PK441,2018/1/20 0:10,2018/1/20 15:50
ETO,CBW,2018/1/21,9:25:00,D,GN0548,2018/1/20,23:55:00,D,GN0405,South,W,S30,S,73E,PK440,2018/1/20 23:55,2018/1/21 9:25
CBW,XYO,2018/1/21,9:05:00,D,GN0572,2018/1/20,23:50:00,D,GN0247,South,W,S30,S,73A,PK439,2018/1/20 23:50,2018/1/21 9:05
IBL,TIF,2018/1/21,9:00:00,D,GN0478,2018/1/20,23:40:00,D,GN0643,South,W,S30,S,73E,PK438,2018/1/20 23:40,2018/1/21 9:00
UTO,DUV,2018/1/21,9:05:00,D,NV6514,2018/1/20,23:30:00,D,NV3195,South,W,S30,S,319,PK437,2018/1/20 23:30,2018/1/21 9:05
MGR,DHP,2018/1/21,8:50:00,D,GN0456,2018/1/20,23:25:00,D,GN0447,South,W,S30,S,738,PK435,2018/1/20 23:25,2018/1/21 8:50
IBL,DBO,2018/1/21,9:00:00,D,GN0414,2018/1/20,23:15:00,D,GN0363,South,W,S30,S,73E,PK433,2018/1/20 23:15,2018/1/21 9:00
KOH,XOA,2018/1/21,10:25:00,D,GN0628,2018/1/20,23:10:00,D,GN0285,South,W,S30,S,738,PK431,2018/1/20 23:10,2018/1/21 10:25
LXF,ARA,2018/1/21,6:55:00,D,NV3286,2018/1/20,23:00:00,D,NV6557,South,W,S30,S,73E,PK430,2018/1/20 23:00,2018/1/21 6:55
HZT,XVI,2018/1/21,7:45:00,D,NV3615,2018/1/20,22:55:00,D,NV6615,South,W,S30,S,319,PK429,2018/1/20 22:55,2018/1/21 7:45
ZCQ,ZDV,2018/1/21,9:55:00,D,NV6202,2018/1/20,22:50:00,D,NV6379,South,W,S30,S,319,PK428,2018/1/20 22:50,2018/1/21 9:55
IEH,MMW,2018/1/21,6:55:00,D,NV6252,2018/1/20,22:30:00,D,NV6769,South,W,S30,S,320,PK425,2018/1/20 22:30,2018/1/21 6:55
DBO,UWT,2018/1/21,7:35:00,D,GN0234,2018/1/20,22:30:00,D,GN0639,South,W,S30,S,73H,PK424,2018/1/20 22:30,2018/1/21 7:35
DHR,OOH,2018/1/21,8:45:00,D,GN0496,2018/1/20,22:30:00,D,GN0291,South,W,S30,S,325,PK423,2018/1/20 22:30,2018/1/21 8:45
YNO,***,2018/1/20,23:15:00,D,*****,2018/1/20,22:25:00,D,GN0645,South,W,S30,S,73L,PK422,2018/1/20 22:25,2018/1/20 23:15
LXM,ISC,2018/1/21,7:30:00,D,GN0282,2018/1/20,22:05:00,D,GN0489,South,W,S30,S,73E,PK419,2018/1/20 22:05,2018/1/21 7:30
DHP,ZOU,2018/1/21,8:30:00,D,NV6636,2018/1/20,22:00:00,D,NV6405,South,W,S30,S,320,PK418,2018/1/20 22:00,2018/1/21 8:30
IOZ,DHP,2018/1/21,8:30:00,D,GN0678,2018/1/20,22:00:00,D,GN0541,South,W,S30,S,738,PK417,2018/1/20 22:00,2018/1/21 8:30
ZDV,NJH,2018/1/21,8:00:00,D,GN0522,2018/1/20,22:00:00,D,GN0257,South,W,S30,S,73E,PK416,2018/1/20 22:00,2018/1/21 8:00
MAI,DBO,2018/1/20,22:50:00,D,NV3652,2018/1/20,21:50:00,D,NV6319,South,W,S30,S,73E,PK415,2018/1/20 21:50,2018/1/20 22:50
EMD,OLH,2018/1/20,22:50:00,D,NV3993,2018/1/20,21:45:00,D,NV6737,South,W,S30,S,320,PK414,2018/1/20 21:45,2018/1/20 22:50
EZH,DHP,2018/1/20,22:45:00,D,GN933,2018/1/20,21:45:00,D,GN0455,South,W,S30,S,738,PK413,2018/1/20 21:45,2018/1/20 22:45
QFL,TAY,2018/1/21,9:05:00,D,NV6446,2018/1/20,21:40:00,D,NV6241,South,W,S30,S,323,PK412,2018/1/20 21:40,2018/1/21 9:05
EMD,IEH,2018/1/21,6:40:00,D,NV6748,2018/1/20,21:30:00,D,NV6733,South,W,S30,S,320,PK410,2018/1/20 21:30,2018/1/21 6:40
GPD,GPD,2018/1/21,8:55:00,D,NV6616,2018/1/20,21:20:00,D,NV6699,South,W,S30,S,321,PK408,2018/1/20 21:20,2018/1/21 8:55
UOB,UOB,2018/1/20,22:30:00,D,NV6652,2018/1/20,21:20:00,D,NV6653,South,W,S30,S,320,PK407,2018/1/20 21:20,2018/1/20 22:30
XOA,XOA,2018/1/20,22:20:00,D,GN0620,2018/1/20,21:20:00,D,GN0629,South,W,S30,S,738,PK406,2018/1/20 21:20,2018/1/20 22:20
DTY,YNO,2018/1/20,22:40:00,D,GN0368,2018/1/20,21:15:00,D,GN0409,South,W,S30,S,738,PK403,2018/1/20 21:15,2018/1/20 22:40
TIF,LIO,2018/1/20,22:20:00,D,NV6642,2018/1/20,21:05:00,D,NV6642,South,W,S30,S,320,PK401,2018/1/20 21:05,2018/1/20 22:20
VSD,OHC,2018/1/20,22:20:00,D,NV6811,2018/1/20,21:00:00,D,NV6811,South,W,S30,S,320,PK399,2018/1/20 21:00,2018/1/20 22:20
UBP,UBP,2018/1/20,22:10:00,D,NV6632,2018/1/20,21:00:00,D,NV6633,South,W,S30,S,320,PK398,2018/1/20 21:00,2018/1/20 22:10
***,DTY,2018/1/20,21:30:00,D,NV6478,2018/1/20,20:40:00,D,*****,South,W,S30,S,319,PK396,2018/1/20 20:40,2018/1/20 21:30
GPD,EMD,2018/1/20,22:05:00,D,NV6772,2018/1/20,20:30:00,D,NV6772,South,W,S30,S,325,PK395,2018/1/20 20:30,2018/1/20 22:05
TZY,DLH,2018/1/21,9:00:00,D,NV6532,2018/1/20,20:30:00,D,NV6578,South,W,S30,S,325,PK394,2018/1/20 20:30,2018/1/21 9:00
YJZ,YJZ,2018/1/21,6:40:00,D,NV3446,2018/1/20,20:25:00,D,NV3278,South,W,S30,S,325,PK392,2018/1/20 20:25,2018/1/21 6:40
OBP,OBP,2018/1/21,8:25:00,D,NV6548,2018/1/20,20:20:00,D,NV6549,South,W,S30,S,319,PK390,2018/1/20 20:20,2018/1/21 8:25
ISC,ISC,2018/1/21,8:20:00,D,NV6724,2018/1/20,20:15:00,D,NV6725,South,W,S30,S,320,PK389,2018/1/20 20:15,2018/1/21 8:20
UTO,***,2018/1/20,21:05:00,D,*****,2018/1/20,20:15:00,D,NV6551,South,W,S30,S,319,PK388,2018/1/20 20:15,2018/1/20 21:05
ITO,EBU,2018/1/21,8:15:00,D,NV6358,2018/1/20,20:10:00,D,NV6317,South,W,S30,S,319,PK387,2018/1/20 20:10,2018/1/21 8:15
YNO,DHR,2018/1/20,21:05:00,D,GN0260,2018/1/20,20:10:00,D,GN0261,South,W,S30,S,73H,PK385,2018/1/20 20:10,2018/1/20 21:05
TIF,LXF,2018/1/20,21:35:00,D,GN0560,2018/1/20,20:05:00,D,GN0205,South,W,S30,S,73A,PK383,2018/1/20 20:05,2018/1/20 21:35
DUV,DUV,2018/1/20,21:30:00,D,NV6528,2018/1/20,20:00:00,D,NV6527,South,W,S30,S,320,PK381,2018/1/20 20:00,2018/1/20 21:30
UZO,UZO,2018/1/20,21:00:00,D,NV6325,2018/1/20,20:00:00,D,NV6324,South,W,S30,S,73E,PK380,2018/1/20 20:00,2018/1/20 21:00
ZOK,DLH,2018/1/20,21:05:00,D,NV6544,2018/1/20,19:40:00,D,NV6763,South,W,S30,S,320,PK376,2018/1/20 19:40,2018/1/20 21:05
AIB,TIF,2018/1/20,21:25:00,D,NV6714,2018/1/20,19:15:00,D,NV6714,South,W,S30,S,320,PK369,2018/1/20 19:15,2018/1/20 21:25
XOA,DBO,2018/1/20,21:20:00,D,GN0428,2018/1/20,19:10:00,D,GN0641,South,W,S30,S,738,PK367,2018/1/20 19:10,2018/1/20 21:20
DHR,LXM,2018/1/20,21:10:00,D,GN0287,2018/1/20,18:55:00,D,GN0287,South,W,S30,S,738,PK364,2018/1/20 18:55,2018/1/20 21:10
XVI,EZH,2018/1/20,20:00:00,D,NV6486,2018/1/20,18:50:00,D,NV3622,South,W,S30,S,319,PK362,2018/1/20 18:50,2018/1/20 20:00
XFI,EZH,2018/1/20,20:05:00,D,GN0452,2018/1/20,18:50:00,D,GN0465,South,W,S30,S,738,PK360,2018/1/20 18:50,2018/1/20 20:05
EMD,EMD,2018/1/21,7:45:00,D,NV6738,2018/1/20,18:35:00,D,NV6739,South,W,S30,S,320,PK357,2018/1/20 18:35,2018/1/21 7:45
DUV,TAY,2018/1/20,21:25:00,D,NV6472,2018/1/20,18:30:00,D,NV6525,South,W,S30,S,325,PK356,2018/1/20 18:30,2018/1/20 21:25
YOO,YOO,2018/1/20,19:35:00,D,NV3410,2018/1/20,18:30:00,D,NV3421,South,W,S30,S,319,PK355,2018/1/20 18:30,2018/1/20 19:35
ZJI,XVI,2018/1/20,19:30:00,D,NV3631,2018/1/20,18:00:00,D,NV3786,South,W,S30,S,73E,PK348,2018/1/20 18:00,2018/1/20 19:30
AVI,ISC,2018/1/20,20:55:00,D,NV6720,2018/1/20,17:40:00,D,NV6301,South,W,S30,S,325,PK346,2018/1/20 17:40,2018/1/20 20:55
